,account,currency,long_lat,txn_description,first_name,balance,date,gender,age,amount,country,customer_id,movement,month,time,Longitude,Latitude
4683,ACC-3481401842,AUD,115.74 -31.72,POS,Tiffany,3301.65,2018-09-06,F,25,21.44,Australia,CUS-1669695324,debit,September,15:06:34,115.74,-31.72
4684,ACC-588564840,AUD,151.27 -33.76,POS,Isaiah,11947.88,2018-09-06,M,23,28.53,Australia,CUS-1462656821,debit,September,15:13:09,151.27,-33.76
4685,ACC-2970114956,AUD,144.89 -37.69,SALES-POS,Robert,7937.75,2018-09-06,M,26,22.33,Australia,CUS-880898248,debit,September,15:19:44,144.89,-37.69
4686,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,2014.61,2018-09-06,F,26,7.9,Australia,CUS-2487424745,debit,September,15:26:18,153.41,-27.95
4687,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,16.67,2018-09-06,M,25,20.85,Australia,CUS-2178051368,debit,September,15:32:53,145.73,-17.03
4688,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,Diana,1990.94,2018-09-06,F,26,23.67,Australia,CUS-2487424745,debit,September,15:39:28,153.41,-27.95
4689,ACC-3954677887,AUD,115.72 -32.28,POS,Ruth,4833.1,2018-09-06,F,47,29.52,Australia,CUS-3716701010,debit,September,15:46:03,115.72,-32.28
4690,ACC-559365433,AUD,147.31 -42.88,SALES-POS,Mary,2240.31,2018-09-06,F,64,17.35,Australia,CUS-1654129794,debit,September,15:52:37,147.31,-42.88
4691,ACC-2674800293,AUD,144.96 -37.69,SALES-POS,Elizabeth,28015.12,2018-09-06,F,50,46.35,Australia,CUS-2977593493,debit,September,15:59:12,144.96,-37.69
4692,ACC-3881031190,AUD,149.19 -21.15,PAY/SALARY,Richard,5064.59,2018-09-06,M,37,916.75,Australia,CUS-3201519139,credit,September,16:00:00,149.19,-21.15
4693,ACC-1903037542,AUD,153.05 -27.61,POS,Jeffrey,2989.12,2018-09-06,M,30,8.61,Australia,CUS-860700529,debit,September,16:14:39,153.05,-27.61
4694,ACC-3741880913,AUD,150.50 -23.40,POS,Ashley,7429.76,2018-09-06,F,25,31.78,Australia,CUS-1220154422,debit,September,16:31:19,150.50,-23.40
4695,ACC-2265520058,AUD,151.27 -33.85,SALES-POS,Catherine,3150.43,2018-09-06,F,26,53.37,Australia,CUS-331942311,debit,September,16:47:59,151.27,-33.85
4696,ACC-1279356312,AUD,144.79 -37.73,PAYMENT,Tyler,7863.7,2018-09-06,M,44,15.0,Australia,CUS-1892177589,debit,September,17:00:00,144.79,-37.73
4697,ACC-2270192619,AUD,138.56 -35.27,PAY/SALARY,Darren,11970.46,2018-09-06,M,20,3026.95,Australia,CUS-2110742437,credit,September,17:00:00,138.56,-35.27
4698,ACC-3827517394,AUD,151.12 -33.89,PAYMENT,Craig,35970.93,2018-09-06,M,28,128.0,Australia,CUS-2663907001,debit,September,17:00:00,151.12,-33.89
4699,ACC-2173390920,AUD,144.71 -37.58,PAYMENT,Luis,4981.31,2018-09-06,M,27,29.0,Australia,CUS-3180318393,debit,September,17:00:00,144.71,-37.58
4700,ACC-154431271,AUD,153.09 -27.48,PAY/SALARY,Lori,3132.9,2018-09-06,F,18,1537.68,Australia,CUS-3702001629,credit,September,17:00:00,153.09,-27.48
4701,ACC-3941181087,AUD,115.79 -31.94,PAY/SALARY,Paul,7997.88,2018-09-06,M,25,2687.85,Australia,CUS-3989008654,credit,September,17:00:00,115.79,-31.94
4702,ACC-958000567,AUD,130.90 -12.37,PAYMENT,Sandra,7401.24,2018-09-06,F,34,37.0,Australia,CUS-4142663097,debit,September,17:00:00,130.90,-12.37
4703,ACC-53508546,AUD,150.62 -33.76,PAY/SALARY,Kimberly,3997.71,2018-09-06,F,35,725.32,Australia,CUS-72755508,credit,September,17:00:00,150.62,-33.76
4704,ACC-588564840,AUD,151.27 -33.76,POS,Isaiah,11932.93,2018-09-06,M,23,14.95,Australia,CUS-1462656821,debit,September,17:03:13,151.27,-33.76
4705,ACC-3541460373,AUD,145.00 -37.83,POS,Jeffrey,2817.67,2018-09-06,M,24,18.72,Australia,CUS-1433879684,debit,September,17:14:42,145.00,-37.83
4706,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,2780.72,2018-09-06,M,37,8.39,Australia,CUS-2695611575,debit,September,17:26:12,153.32,-27.93
4707,ACC-958000567,AUD,130.90 -12.37,SALES-POS,Sandra,7438.24,2018-09-06,F,34,34.42,Australia,CUS-4142663097,debit,September,17:37:42,130.90,-12.37
4708,ACC-90814749,AUD,151.68 -32.98,POS,Christopher,8539.67,2018-09-06,M,35,26.71,Australia,CUS-1896554896,debit,September,17:49:11,151.68,-32.98
4709,ACC-588564840,AUD,151.27 -33.76,PAYMENT,Isaiah,11891.93,2018-09-06,M,23,41.0,Australia,CUS-1462656821,debit,September,18:00:00,151.27,-33.76
4710,ACC-1683215619,AUD,138.67 -34.86,PAYMENT,Barry,4301.77,2018-09-06,M,38,49.0,Australia,CUS-1604596597,debit,September,18:00:00,138.67,-34.86
4711,ACC-3879258709,AUD,143.83 -37.66,PAYMENT,Natasha,196586.18,2018-09-06,F,40,21.0,Australia,CUS-527400765,debit,September,18:00:00,143.83,-37.66
4712,ACC-3536132544,AUD,144.93 -37.79,POS,Heather,4178.87,2018-09-06,F,41,228.08,Australia,CUS-2348881191,debit,September,18:01:25,144.93,-37.79
4713,ACC-559365433,AUD,147.31 -42.88,POS,Mary,1827.78,2018-09-06,F,64,412.53,Australia,CUS-1654129794,debit,September,18:25:14,147.31,-42.88
4714,ACC-354106658,AUD,151.04 -33.80,POS,Christine,6375.36,2018-09-06,F,39,12.64,Australia,CUS-2376382098,debit,September,18:49:02,151.04,-33.80
4715,ACC-1222300524,AUD,151.23 -33.94,PAYMENT,Michael,70.84,2018-09-06,M,38,50.0,Australia,CUS-2142601169,debit,September,19:00:00,151.23,-33.94
4716,ACC-2014856841,AUD,144.99 -37.90,PAYMENT,Patrick,261923.86,2018-09-06,M,46,50.0,Australia,CUS-2370108457,debit,September,19:00:00,144.99,-37.90
4717,ACC-3954677887,AUD,115.72 -32.28,POS,Ruth,4798.7,2018-09-06,F,47,34.4,Australia,CUS-3716701010,debit,September,19:05:27,115.72,-32.28
4718,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,Joseph,2770.34,2018-09-06,M,37,10.38,Australia,CUS-2695611575,debit,September,19:25:39,153.32,-27.93
4719,ACC-2673069055,AUD,152.99 -27.49,POS,Richard,15213.96,2018-09-06,M,24,28.26,Australia,CUS-51506836,debit,September,19:35:45,152.99,-27.49
4720,ACC-4065652575,AUD,115.81 -31.82,SALES-POS,Lucas,8468.99,2018-09-06,M,21,2885.85,Australia,CUS-1117979751,debit,September,19:45:51,115.81,-31.82
4721,ACC-1344825761,AUD,151.09 -33.91,POS,Sarah,17559.8,2018-09-06,F,46,40.38,Australia,CUS-1499065773,debit,September,19:55:57,151.09,-33.91
4722,ACC-1279356312,AUD,144.79 -37.73,PAYMENT,Tyler,7822.7,2018-09-06,M,44,41.0,Australia,CUS-1892177589,debit,September,20:00:00,144.79,-37.73
4723,ACC-2681137560,AUD,151.11 -33.99,POS,Nathaniel,4819.26,2018-09-06,M,31,13.26,Australia,CUS-2083971310,debit,September,20:10:31,151.11,-33.99
4724,ACC-2173390920,AUD,144.71 -37.58,POS,Luis,4949.27,2018-09-06,M,27,32.04,Australia,CUS-3180318393,debit,September,20:28:04,144.71,-37.58
4725,ACC-3954677887,AUD,115.72 -32.28,POS,Ruth,4781.23,2018-09-06,F,47,17.47,Australia,CUS-3716701010,debit,September,20:45:36,115.72,-32.28
4726,ACC-854938045,AUD,147.63 -22.84,PHONE BANK,James,11509.81,2018-09-06,M,28,58.0,Australia,CUS-4023861240,debit,September,21:00:00,147.63,-22.84
4727,ACC-2231965366,AUD,144.96 -37.84,SALES-POS,Linda,12228.24,2018-09-06,F,35,23.86,Australia,CUS-2155701614,debit,September,21:02:10,144.96,-37.84
4728,ACC-1424176027,AUD,151.08 -33.93,SALES-POS,Donald,5322.93,2018-09-06,M,22,9.2,Australia,CUS-3431016847,debit,September,21:14:13,151.08,-33.93
4729,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,4.34,2018-09-06,M,25,12.33,Australia,CUS-2178051368,debit,September,21:26:15,145.73,-17.03
4730,ACC-2673069055,AUD,152.99 -27.49,POS,Richard,15210.08,2018-09-06,M,24,3.88,Australia,CUS-51506836,debit,September,21:38:18,152.99,-27.49
4731,ACC-154431271,AUD,153.09 -27.48,POS,Lori,3123.19,2018-09-06,F,18,9.71,Australia,CUS-3702001629,debit,September,21:50:21,153.09,-27.48
4732,ACC-3741880913,AUD,150.50 -23.40,PAYMENT,Ashley,7397.76,2018-09-06,F,25,32.0,Australia,CUS-1220154422,debit,September,22:00:00,150.50,-23.40
4733,ACC-90814749,AUD,151.68 -32.98,PAYMENT,Christopher,8503.67,2018-09-06,M,35,36.0,Australia,CUS-1896554896,debit,September,22:00:00,151.68,-32.98
4734,ACC-1438600314,AUD,138.69 -34.84,PAYMENT,Maria,3530.66,2018-09-06,F,35,1345.0,Australia,CUS-2650223890,debit,September,22:00:00,138.69,-34.84
4735,ACC-38923874,AUD,151.27 -33.90,PAYMENT,Ryan,35998.59,2018-09-06,M,38,134.0,Australia,CUS-3249305314,debit,September,22:00:00,151.27,-33.90
4736,ACC-2265520058,AUD,151.27 -33.85,PAYMENT,Catherine,3117.43,2018-09-06,F,26,33.0,Australia,CUS-331942311,debit,September,22:00:00,151.27,-33.85
4737,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,1981.97,2018-09-06,F,26,8.97,Australia,CUS-2487424745,debit,September,22:23:04,153.41,-27.95
4738,ACC-574997646,AUD,150.79 -33.64,SALES-POS,Mackenzie,2825.41,2018-09-06,F,18,11.45,Australia,CUS-586638664,debit,September,22:42:18,150.79,-33.64
4739,ACC-354106658,AUD,151.04 -33.80,PAYMENT,Christine,6323.36,2018-09-06,F,39,52.0,Australia,CUS-2376382098,debit,September,23:00:00,151.04,-33.80
4740,ACC-1334819143,AUD,145.13 -37.70,INTER BANK,Christopher,60187.95,2018-09-06,M,33,59.0,Australia,CUS-3117610635,debit,September,23:00:00,145.13,-37.70
4741,ACC-588564840,AUD,151.27 -33.76,POS,Isaiah,11880.15,2018-09-06,M,23,11.78,Australia,CUS-1462656821,debit,September,23:01:54,151.27,-33.76
4742,ACC-2270192619,AUD,138.56 -35.27,SALES-POS,Darren,11963.95,2018-09-06,M,20,6.51,Australia,CUS-2110742437,debit,September,23:25:42,138.56,-35.27
4743,ACC-2231965366,AUD,144.96 -37.84,POS,Linda,12195.12,2018-09-06,F,35,33.12,Australia,CUS-2155701614,debit,September,23:49:31,144.96,-37.84
4744,ACC-1890605467,AUD,143.88 -37.66,SALES-POS,Alexander,9965.83,2018-09-07,M,38,34.75,Australia,CUS-1478398256,debit,September,00:32:56,143.88,-37.66
4745,ACC-2970114956,AUD,144.89 -37.69,SALES-POS,Robert,7918.64,2018-09-07,M,26,19.11,Australia,CUS-880898248,debit,September,01:17:25,144.89,-37.69
4746,ACC-1903037542,AUD,153.05 -27.61,POS,Jeffrey,2984.83,2018-09-07,M,30,4.29,Australia,CUS-860700529,debit,September,01:49:40,153.05,-27.61
4747,ACC-1903037542,AUD,153.05 -27.61,PHONE BANK,Jeffrey,2850.83,2018-09-07,M,30,134.0,Australia,CUS-860700529,debit,September,02:00:00,153.05,-27.61
4748,ACC-3541460373,AUD,145.00 -37.83,SALES-POS,Jeffrey,2794.78,2018-09-07,M,24,22.89,Australia,CUS-1433879684,debit,September,02:32:22,145.00,-37.83
4749,ACC-1683215619,AUD,138.67 -34.86,PAYMENT,Barry,4242.77,2018-09-07,M,38,59.0,Australia,CUS-1604596597,debit,September,03:00:00,138.67,-34.86
4750,ACC-2673069055,AUD,152.99 -27.49,PAYMENT,Richard,15167.08,2018-09-07,M,24,43.0,Australia,CUS-51506836,debit,September,03:00:00,152.99,-27.49
4751,ACC-1496451953,AUD,145.16 -37.84,PAYMENT,Ricky,10500.09,2018-09-07,M,43,23.0,Australia,CUS-3142625864,debit,September,04:00:00,145.16,-37.84
4752,ACC-1710017148,AUD,150.82 -34.01,PAYMENT,Michelle,8975.12,2018-09-07,F,19,40.0,Australia,CUS-883482547,debit,September,04:00:00,150.82,-34.01
4753,ACC-2673069055,AUD,152.99 -27.49,SALES-POS,Richard,15156.39,2018-09-07,M,24,10.69,Australia,CUS-51506836,debit,September,04:04:17,152.99,-27.49
4754,ACC-2231965366,AUD,144.96 -37.84,POS,Linda,12183.52,2018-09-07,F,35,11.6,Australia,CUS-2155701614,debit,September,04:22:08,144.96,-37.84
4755,ACC-3326339947,AUD,151.18 -33.80,SALES-POS,Eric,7167.74,2018-09-07,M,22,17.15,Australia,CUS-326006476,debit,September,04:39:59,151.18,-33.80
4756,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,3473.89,2018-09-07,F,40,10.25,Australia,CUS-1614226872,debit,September,04:57:51,153.10,-27.66
4757,ACC-3827517394,AUD,151.12 -33.89,PAYMENT,Craig,35905.93,2018-09-07,M,28,65.0,Australia,CUS-2663907001,debit,September,05:00:00,151.12,-33.89
4758,ACC-3941181087,AUD,115.79 -31.94,PAYMENT,Paul,7969.88,2018-09-07,M,25,28.0,Australia,CUS-3989008654,debit,September,06:00:00,115.79,-31.94
4759,ACC-1990648130,AUD,114.62 -28.80,PAYMENT,Kaitlyn,3371.94,2018-09-07,F,21,28.0,Australia,CUS-809013380,debit,September,06:00:00,114.62,-28.80
4760,ACC-2265520058,AUD,151.27 -33.85,SALES-POS,Catherine,3100.82,2018-09-07,F,26,16.61,Australia,CUS-331942311,debit,September,06:13:59,151.27,-33.85
4761,ACC-1496451953,AUD,145.16 -37.84,PAYMENT,Ricky,10483.09,2018-09-07,M,43,17.0,Australia,CUS-3142625864,debit,September,07:00:00,145.16,-37.84
4762,ACC-2901672282,AUD,255.00 -573.00,SALES-POS,Daniel,4614.96,2018-09-07,M,22,89.31,Australia,CUS-1617121891,debit,September,07:02:29,255.00,-573.00
4763,ACC-1334819143,AUD,145.13 -37.70,POS,Christopher,60162.25,2018-09-07,M,33,25.7,Australia,CUS-3117610635,debit,September,07:33:44,145.13,-37.70
4764,ACC-4258502723,AUD,145.45 -37.74,POS,Kimberly,2834.47,2018-09-07,F,24,6.83,Australia,CUS-3378712515,debit,September,08:01:39,145.45,-37.74
4765,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,Christopher,60151.02,2018-09-07,M,33,11.23,Australia,CUS-3117610635,debit,September,08:12:04,145.13,-37.70
4766,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,Rhonda,3465.85,2018-09-07,F,40,8.04,Australia,CUS-1614226872,debit,September,08:22:29,153.10,-27.66
4767,ACC-1516130869,AUD,130.84 -12.45,SALES-POS,Jessica,3245.16,2018-09-07,F,21,14.72,Australia,CUS-325142416,debit,September,08:32:54,130.84,-12.45
4768,ACC-354106658,AUD,151.04 -33.80,SALES-POS,Christine,6286.77,2018-09-07,F,39,36.59,Australia,CUS-2376382098,debit,September,08:43:19,151.04,-33.80
4769,ACC-574997646,AUD,150.79 -33.64,POS,Mackenzie,2805.39,2018-09-07,F,18,20.02,Australia,CUS-586638664,debit,September,08:53:44,150.79,-33.64
4770,ACC-1710017148,AUD,150.82 -34.01,PAYMENT,Michelle,8775.12,2018-09-07,F,19,200.0,Australia,CUS-883482547,debit,September,09:00:00,150.82,-34.01
4771,ACC-3879258709,AUD,143.83 -37.66,POS,Natasha,196554.17,2018-09-07,F,40,32.01,Australia,CUS-527400765,debit,September,09:02:23,143.83,-37.66
4772,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,Christopher,60103.41,2018-09-07,M,33,47.61,Australia,CUS-3117610635,debit,September,09:08:22,145.13,-37.70
4773,ACC-1424176027,AUD,151.08 -33.93,POS,Donald,5311.59,2018-09-07,M,22,11.34,Australia,CUS-3431016847,debit,September,09:14:22,151.08,-33.93
4774,ACC-1424176027,AUD,151.08 -33.93,SALES-POS,Donald,5297.71,2018-09-07,M,22,13.88,Australia,CUS-3431016847,debit,September,09:20:21,151.08,-33.93
4775,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,Joseph,2764.52,2018-09-07,M,37,5.82,Australia,CUS-2695611575,debit,September,09:26:20,153.32,-27.93
4776,ACC-1334819143,AUD,145.13 -37.70,SALES-POS,Christopher,60075.15,2018-09-07,M,33,28.26,Australia,CUS-3117610635,debit,September,09:32:20,145.13,-37.70
4777,ACC-3485804958,AUD,138.52 -35.01,POS,Jessica,20441.11,2018-09-07,F,34,46.64,Australia,CUS-1196156254,debit,September,09:38:19,138.52,-35.01
4778,ACC-3326339947,AUD,151.18 -33.80,SALES-POS,Eric,7087.55,2018-09-07,M,22,80.19,Australia,CUS-326006476,debit,September,09:44:18,151.18,-33.80
4779,ACC-854938045,AUD,147.63 -22.84,SALES-POS,James,11486.46,2018-09-07,M,28,23.35,Australia,CUS-4023861240,debit,September,09:50:17,147.63,-22.84
4780,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,Rhonda,3457.36,2018-09-07,F,40,8.49,Australia,CUS-1614226872,debit,September,09:56:17,153.10,-27.66
4781,ACC-1334819143,AUD,145.13 -37.70,PAYMENT,Christopher,60025.15,2018-09-07,M,33,50.0,Australia,CUS-3117610635,debit,September,10:00:00,145.13,-37.70
4782,ACC-2673069055,AUD,152.99 -27.49,POS,Richard,15147.17,2018-09-07,M,24,9.22,Australia,CUS-51506836,debit,September,10:06:26,152.99,-27.49
4783,ACC-3879258709,AUD,143.83 -37.66,POS,Natasha,196527.04,2018-09-07,F,40,27.13,Australia,CUS-527400765,debit,September,10:40:20,143.83,-37.66
4784,ACC-182446574,AUD,116.06 -32.00,SALES-POS,Tonya,5110.89,2018-09-07,F,27,28.05,Australia,CUS-3026014945,debit,September,10:57:17,116.06,-32.00
4785,ACC-1788473090,AUD,145.06 -37.95,INTER BANK,Rachael,5161.9,2018-09-07,F,21,66.0,Australia,CUS-134193016,debit,September,11:00:00,145.06,-37.95
4786,ACC-3536132544,AUD,144.93 -37.79,PAYMENT,Heather,4145.87,2018-09-07,F,41,33.0,Australia,CUS-2348881191,debit,September,11:00:00,144.93,-37.79
4787,ACC-414431115,AUD,142.77 -37.06,INTER BANK,Amy,2871.3,2018-09-07,F,43,18.0,Australia,CUS-2599279756,debit,September,11:00:00,142.77,-37.06
4788,ACC-38923874,AUD,151.27 -33.90,PAY/SALARY,Ryan,37879.54,2018-09-07,M,38,1880.95,Australia,CUS-3249305314,credit,September,11:00:00,151.27,-33.90
4789,ACC-3481401842,AUD,115.74 -31.72,POS,Tiffany,3112.08,2018-09-07,F,25,29.57,Australia,CUS-1669695324,debit,September,11:05:57,115.74,-31.72
4790,ACC-2528867619,AUD,138.58 -34.96,SALES-POS,Abigail,8255.33,2018-09-07,F,40,20.45,Australia,CUS-2505971401,debit,September,11:13:02,138.58,-34.96
4791,ACC-854938045,AUD,147.63 -22.84,POS,James,11450.8,2018-09-07,M,28,35.66,Australia,CUS-4023861240,debit,September,11:20:08,147.63,-22.84
4792,ACC-3879258709,AUD,143.83 -37.66,SALES-POS,Natasha,196511.95,2018-09-07,F,40,15.09,Australia,CUS-527400765,debit,September,11:27:14,143.83,-37.66
4793,ACC-354106658,AUD,151.04 -33.80,SALES-POS,Christine,6263.02,2018-09-07,F,39,23.75,Australia,CUS-2376382098,debit,September,11:34:19,151.04,-33.80
4794,ACC-1516130869,AUD,130.84 -12.45,POS,Jessica,3228.11,2018-09-07,F,21,17.05,Australia,CUS-325142416,debit,September,11:41:25,130.84,-12.45
4795,ACC-3741880913,AUD,150.50 -23.40,POS,Ashley,7376.82,2018-09-07,F,25,20.94,Australia,CUS-1220154422,debit,September,11:48:30,150.50,-23.40
4796,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,Joseph,2737.43,2018-09-07,M,37,27.09,Australia,CUS-2695611575,debit,September,11:55:36,153.32,-27.93
4797,ACC-3485804958,AUD,138.52 -35.01,PAYMENT,Jessica,20425.11,2018-09-07,F,34,16.0,Australia,CUS-1196156254,debit,September,12:00:00,138.52,-35.01
4798,ACC-3689607373,AUD,115.79 -31.79,PAY/SALARY,Virginia,5127.85,2018-09-07,F,20,1138.79,Australia,CUS-127297539,credit,September,12:00:00,115.79,-31.79
4799,ACC-2890243754,AUD,153.32 -27.93,PAY/SALARY,Joseph,3654.88,2018-09-07,M,37,917.45,Australia,CUS-2695611575,credit,September,12:00:00,153.32,-27.93
4800,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,Michael,64.13,2018-09-07,M,38,6.71,Australia,CUS-2142601169,debit,September,12:06:33,151.23,-33.94
4801,ACC-2673069055,AUD,152.99 -27.49,SALES-POS,Richard,15138.16,2018-09-07,M,24,9.01,Australia,CUS-51506836,debit,September,12:23:47,152.99,-27.49
4802,ACC-90814749,AUD,151.68 -32.98,SALES-POS,Christopher,8487.94,2018-09-07,M,35,15.73,Australia,CUS-1896554896,debit,September,12:41:02,151.68,-32.98
4803,ACC-1424176027,AUD,151.08 -33.93,POS,Donald,5273.28,2018-09-07,M,22,24.43,Australia,CUS-3431016847,debit,September,12:58:16,151.08,-33.93
4804,ACC-559365433,AUD,147.31 -42.88,PAY/SALARY,Mary,2403.78,2018-09-07,F,64,576.0,Australia,CUS-1654129794,credit,September,13:00:00,147.31,-42.88
4805,ACC-3481401842,AUD,115.74 -31.72,PAY/SALARY,Tiffany,4337.41,2018-09-07,F,25,1225.33,Australia,CUS-1669695324,credit,September,13:00:00,115.74,-31.72
4806,ACC-2528867619,AUD,138.58 -34.96,PAY/SALARY,Abigail,10201.9,2018-09-07,F,40,1946.57,Australia,CUS-2505971401,credit,September,13:00:00,138.58,-34.96
4807,ACC-1516130869,AUD,130.84 -12.45,PAYMENT,Jessica,3199.11,2018-09-07,F,21,29.0,Australia,CUS-325142416,debit,September,13:00:00,130.84,-12.45
4808,ACC-3879258709,AUD,143.83 -37.66,SALES-POS,Natasha,196477.89,2018-09-07,F,40,34.06,Australia,CUS-527400765,debit,September,13:16:21,143.83,-37.66
4809,ACC-3954677887,AUD,115.72 -32.28,POS,Ruth,4770.7,2018-09-07,F,47,10.53,Australia,CUS-3716701010,debit,September,13:34:32,115.72,-32.28
4810,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,Michael,49.41,2018-09-07,M,38,14.72,Australia,CUS-2142601169,debit,September,13:52:43,151.23,-33.94
4811,ACC-1344825761,AUD,151.09 -33.91,PAYMENT,Sarah,17537.8,2018-09-07,F,46,22.0,Australia,CUS-1499065773,debit,September,14:00:00,151.09,-33.91
4812,ACC-1523339231,AUD,115.83 -31.90,PAYMENT,Tim,61762.22,2018-09-07,M,40,40.0,Australia,CUS-1816693151,debit,September,14:00:00,115.83,-31.90
4813,ACC-574997646,AUD,150.79 -33.64,PAY/SALARY,Mackenzie,4757.68,2018-09-07,F,18,1952.29,Australia,CUS-586638664,credit,September,14:00:00,150.79,-33.64
4814,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,Edward,7188.75,2018-09-07,M,19,12.99,Australia,CUS-443776336,debit,September,14:05:10,115.98,-32.07
4815,ACC-37709441,AUD,153.41 -28.01,POS,Charles,10529.43,2018-09-07,M,18,6.77,Australia,CUS-3336454548,debit,September,14:13:47,153.41,-28.01
4816,ACC-2673069055,AUD,152.99 -27.49,SALES-POS,Richard,15133.79,2018-09-07,M,24,4.37,Australia,CUS-51506836,debit,September,14:22:24,152.99,-27.49
4817,ACC-1424176027,AUD,151.08 -33.93,POS,Donald,5259.04,2018-09-07,M,22,14.24,Australia,CUS-3431016847,debit,September,14:31:02,151.08,-33.93
4818,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,3651.13,2018-09-07,M,37,3.75,Australia,CUS-2695611575,debit,September,14:39:39,153.32,-27.93
4819,ACC-2901672282,AUD,255.00 -573.00,POS,Daniel,4587.83,2018-09-07,M,22,27.13,Australia,CUS-1617121891,debit,September,14:48:16,255.00,-573.00
4820,ACC-1890605467,AUD,143.88 -37.66,PAY/SALARY,Alexander,13615.34,2018-09-07,M,38,3649.51,Australia,CUS-1478398256,credit,September,15:00:00,143.88,-37.66
4821,ACC-90814749,AUD,151.68 -32.98,PAY/SALARY,Christopher,10796.61,2018-09-07,M,35,2308.67,Australia,CUS-1896554896,credit,September,15:00:00,151.68,-32.98
4822,ACC-2673069055,AUD,152.99 -27.49,PAY/SALARY,Richard,21158.28,2018-09-07,M,24,6024.49,Australia,CUS-51506836,credit,September,15:00:00,152.99,-27.49
4823,ACC-847145727,AUD,115.90 -31.92,POS,Michael,54898.99,2018-09-07,M,19,39.58,Australia,CUS-1609060617,debit,September,15:05:22,115.90,-31.92
4824,ACC-354106658,AUD,151.04 -33.80,POS,Christine,6230.18,2018-09-07,F,39,32.84,Australia,CUS-2376382098,debit,September,15:13:46,151.04,-33.80
4825,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,3389.21,2018-09-07,F,40,68.15,Australia,CUS-1614226872,debit,September,15:22:11,153.10,-27.66
4826,ACC-2249586092,AUD,115.98 -32.07,POS,Edward,7175.42,2018-09-07,M,19,13.33,Australia,CUS-443776336,debit,September,15:30:35,115.98,-32.07
4827,ACC-2901672282,AUD,255.00 -573.00,POS,Daniel,4536.03,2018-09-07,M,22,51.8,Australia,CUS-1617121891,debit,September,15:38:59,255.00,-573.00
4828,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,1973.26,2018-09-07,F,26,8.71,Australia,CUS-2487424745,debit,September,15:47:23,153.41,-27.95
4829,ACC-3541460373,AUD,145.00 -37.83,SALES-POS,Jeffrey,2769.54,2018-09-07,M,24,25.24,Australia,CUS-1433879684,debit,September,15:55:47,145.00,-37.83
4830,ACC-80388494,AUD,144.97 -37.42,PAY/SALARY,Dustin,5896.44,2018-09-07,M,28,1916.51,Australia,CUS-1140341822,credit,September,16:00:00,144.97,-37.42
4831,ACC-602667573,AUD,151.23 -33.96,PAYMENT,Michael,9067.52,2018-09-07,M,40,41.0,Australia,CUS-2031327464,debit,September,16:00:00,151.23,-33.96
4832,ACC-964839203,AUD,146.92 -36.07,PAY/SALARY,Michael,35786.03,2018-09-07,M,21,1560.2,Australia,CUS-2059096722,credit,September,16:00:00,146.92,-36.07
4833,ACC-3827517394,AUD,151.12 -33.89,PAYMENT,Craig,35862.93,2018-09-07,M,28,43.0,Australia,CUS-2663907001,debit,September,16:00:00,151.12,-33.89
4834,ACC-2153562714,AUD,116.00 -31.88,PAYMENT,Linda,3509.65,2018-09-07,F,24,27.0,Australia,CUS-423725039,debit,September,16:00:00,116.00,-31.88
4835,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,Rhonda,3287.54,2018-09-07,F,40,101.67,Australia,CUS-1614226872,debit,September,16:08:03,153.10,-27.66
4836,ACC-1608363396,AUD,151.22 -33.87,POS,Robert,6026.28,2018-09-07,M,20,42.89,Australia,CUS-2688605418,debit,September,16:24:11,151.22,-33.87
4837,ACC-854938045,AUD,147.63 -22.84,POS,James,11403.44,2018-09-07,M,28,47.36,Australia,CUS-4023861240,debit,September,16:40:19,147.63,-22.84
4838,ACC-2673069055,AUD,152.99 -27.49,POS,Richard,21143.17,2018-09-07,M,24,15.11,Australia,CUS-51506836,debit,September,16:56:27,152.99,-27.49
4839,ACC-819621312,AUD,145.04 -37.85,PAYMENT,Michele,4810.4,2018-09-07,F,30,154.0,Australia,CUS-1271030853,debit,September,17:00:00,145.04,-37.85
4840,ACC-1344825761,AUD,151.09 -33.91,PAY/SALARY,Sarah,20008.25,2018-09-07,F,46,2470.45,Australia,CUS-1499065773,credit,September,17:00:00,151.09,-33.91
